total_net_pnl,mean_total_net_pnl,pct95_gain,pct99_gain,pct5_loss,pct1_loss,avg_monthly_pnl,sum_max_month_cap,avg_final_price,avg_low_price,avg_high_price,avg_pnl_year_1,avg_monthly_cap_year_1,mean_max_cap_year_1,avg_pnl_year_2,avg_monthly_cap_year_2,mean_max_cap_year_2,avg_pnl_year_3,avg_monthly_cap_year_3,mean_max_cap_year_3,avg_pnl_year_4,avg_monthly_cap_year_4,mean_max_cap_year_4,avg_pnl_year_5,avg_monthly_cap_year_5,mean_max_cap_year_5
5857523.2078777235,117.15046415755447,39749.006222090604,62697.715552833164,-17506.4505708644,-24733.031443849493,1.952507735959241,118948366.11389157,757961.7419886308,45909.12866903804,1247344.3137894752,1856.999204780444,456.1567600440732,2120.857533754409,-807.8100816128334,173.9400221597563,882.3337628499502,-632.8398204427369,79.9222292514239,429.573853348138,-259.3950533676947,27.093929050868283,160.31631510823783,-39.80378519959708,2.8677502098521024,21.73380859216701
