total_net_pnl,mean_total_net_pnl,pct95_gain,pct99_gain,pct5_loss,pct1_loss,avg_monthly_pnl,sum_max_month_cap,avg_final_price,avg_low_price,avg_high_price,avg_pnl_year_1,avg_monthly_cap_year_1,mean_max_cap_year_1,avg_pnl_year_2,avg_monthly_cap_year_2,mean_max_cap_year_2,avg_pnl_year_3,avg_monthly_cap_year_3,mean_max_cap_year_3,avg_pnl_year_4,avg_monthly_cap_year_4,mean_max_cap_year_4,avg_pnl_year_5,avg_monthly_cap_year_5,mean_max_cap_year_5
-6563772.589928841,-6563.772589928842,53222.165521205374,67806.42904702091,-48929.750670641806,-65960.63894102818,-109.39620983214736,3590748.3893764913,684914.0796182683,45822.82248080314,1193332.8807547302,2323.99932697351,625.1565884346088,2593.7286030281402,-2321.699942620277,371.50106676911236,1613.5419800366224,-2298.5760504896575,287.9778885374242,1252.4630036292926,-2348.967699017246,255.34000729408658,1117.7425225723425,-1918.5282247751704,214.4032576487007,935.8258092633284
