total_net_pnl,mean_yr_net_pnl,pct95_gain,pct99_gain,pct5_loss,pct1_loss,avg_monthly_pnl,sum_max_month,avg_final_price,avg_low_price,avg_high_price,avg_pnl_year_1,avg_monthly_cap_year_1,mean_max_cap_year_1,avg_pnl_year_2,avg_monthly_cap_year_2,mean_max_cap_year_2,avg_pnl_year_3,avg_monthly_cap_year_3,mean_max_cap_year_3,avg_pnl_year_4,avg_monthly_cap_year_4,mean_max_cap_year_4,avg_pnl_year_5,avg_monthly_cap_year_5,mean_max_cap_year_5
-6974449.183920974,-6974.449183920974,53889.32072655922,67987.28271955889,-46606.644429458036,-63374.513854325465,-116.24081973201623,3526033.108862412,786915.7550692525,45915.03381340103,1342257.3657739353,1561.589813795964,615.9044333076557,2564.612576620121,368.7940334247944,362.54563481130185,1597.1880994605892,-1639.5895954042278,285.10230895027064,1290.7902244596482,-4445.577794353739,246.44897191423223,1074.1682512106356,-6974.449183920977,213.43842691488655,950.8212101955639
