total_net_pnl,mean_total_net_pnl,pct95_gain,pct99_gain,pct5_loss,pct1_loss,avg_monthly_pnl,sum_max_month_cap,avg_final_price,avg_low_price,avg_high_price,avg_pnl_year_1,avg_monthly_cap_year_1,mean_max_cap_year_1,avg_pnl_year_2,avg_monthly_cap_year_2,mean_max_cap_year_2,avg_pnl_year_3,avg_monthly_cap_year_3,mean_max_cap_year_3,avg_pnl_year_4,avg_monthly_cap_year_4,mean_max_cap_year_4,avg_pnl_year_5,avg_monthly_cap_year_5,mean_max_cap_year_5
416417.42554028647,416.41742554028644,41946.697476578745,60334.70102480433,-17180.439782683934,-23638.721692126124,6.94029042567144,2371666.53194583,756400.7807267542,45321.260968503266,1207380.021050379,1582.0678736884702,448.97829510272317,2087.742581050864,-275.0394834214133,172.77324081227383,877.9340508468074,-690.177876552927,87.17669056069754,463.73698553992665,-155.37789073422752,28.37802475459026,162.1107440778191,-45.0551974396156,3.153235843516271,24.491475880326647
