net_pnl,max_monthly_cap,avg_monthly_cap_req,final_price,min_price,max_price
3045.5484508778936,3633.785262903046,310.9279721109136,57992.131531037834,40693.28135078209,591999.462176201
-27962.26964684352,3879.625894037097,468.9409283100823,102768.34426172583,41556.69330562168,415444.2960227637
67134.26536757172,4962.676446017322,132.58898212055877,5002.17664005527,4064.149537701482,100000.0
-12179.417483000556,4417.406917021974,199.6625816885933,781006.1275320944,52548.145703812195,1853270.8348444786
-1048.419058604395,364.5212808045135,17.187197682039365,1181335.2603197924,88748.05092753208,1795115.760171392
-982.3791926895534,364.5212808045135,16.59738744914096,203976.95624519218,96184.93679649246,1019568.8558906938
-3726.331685628763,877.2569531552908,61.08740468260138,773664.9399085554,81514.94632807311,1069764.6169527704
30041.51385008426,5833.744979409639,568.5979496015833,14566.293992814697,12506.595418456458,118309.30033280731
22345.00083157023,5835.16236245937,735.3222396633437,10277.272377543792,7777.184789980525,171024.6060521726
59200.34966526387,2097.5590388897035,199.1776922718291,9103.072190620143,8432.529960612277,111839.0291912615
3242.6213480350416,3386.728056888438,870.6527581472391,26421.269396517393,18401.99221965298,176875.66288049333
-23639.279367916493,4180.31587627322,387.5291699658747,622333.4057846813,36705.23227954421,977353.736306136
-1524.7075268237982,364.5212808045135,24.995205357767176,5336148.467530489,91696.97051045083,8350249.104781578
-20966.005269926332,4169.733798772555,343.7050044250218,1850029.8649619895,55074.013881678526,1850029.8649619895
-558.7928305098176,364.5212808045135,9.443538919121771,197620.6454421032,100000.0,1666416.3805541652
31839.479946256273,4691.715405254086,181.55560367881773,37652.5519261467,21135.22544098125,132695.6565513773
-53270.51889563008,5478.742417703317,873.2871950584502,574142.0022866342,25018.758592682276,656539.0640574173
44932.82092216518,4949.373219818488,263.76929920690003,21737.25379738039,9362.271593169693,188553.62750505368
-5650.346373266504,2868.989150673755,589.0201267898547,71517.65508755375,20153.86427418521,168348.6541690752
-938.7657957380816,364.5212808045135,15.390331840340451,369400.8289657704,96655.84467369666,1133567.3760370428
35744.35890648319,3730.579016182186,142.91304956661972,35143.14446947839,15242.111241649902,269060.91775928537
-12078.022486808113,2163.880245147091,198.00331813594286,288622.0980598934,69783.3757923545,794409.1126658043
-52495.86162871693,5370.241234427638,869.359013923127,93147.54456659747,30192.520494172386,154550.22008168782
-1519.3749790188433,364.5212808045135,24.90778654286474,351133.82394595665,96280.0845094861,1066873.2825506246
-13853.422788156346,4140.694230234614,394.3763053831557,76585.29068019273,31626.867526944367,244155.75367523183
-2589.0776521635103,973.247820674178,42.44389593710673,16706081.444237532,92095.18782379731,19487901.305385105
-5344.008556834479,1152.8329891739832,87.60669765307314,675731.5583351225,81971.66291904922,924329.4235773672
-6310.915535715149,2213.6141307806574,103.45763173305754,752010.7060325262,23573.467591798697,986636.0526680672
-36715.204123437674,5176.677311825668,1024.497058818322,54337.08056506964,36472.53814570813,178803.16602138168
-25194.567099179538,6029.05543192038,413.0256901504843,945794.7056364045,49398.64656784107,1195734.9153185822
44708.301174273554,3734.476265487843,174.53146786413643,27429.667332839857,10815.991670635241,147511.44792201841
-36542.30446040946,4683.2528489025935,632.5343047896554,81447.45856871206,26013.175440073624,209532.96340525034
-20820.520598081523,4555.544913070498,344.71624924226626,116414.72094729306,10473.81770935664,133461.57482135107
-2149.5550188290235,620.9670288742564,35.23860686604958,9546371.641889943,100000.0,10934456.218563385
24090.748120884142,5126.293327913365,583.0201321824239,20603.3997497529,18381.110771393836,277429.67550327734
-14901.529251389475,2463.1770719829437,245.1836273798647,131524.873088263,56126.99655249423,388521.40225743054
-70097.98537615011,5298.275448003442,1181.7886877313513,85502.01099879216,23467.33552048292,136538.2289319906
-40450.171428179536,6217.397158264619,664.8178969462094,142305.96781528395,54248.67434881629,300189.84209764056
-35830.566030240414,4331.87233515743,670.3084166947922,64136.006114596516,30487.911761368163,190340.33602667472
-16867.12356206341,3944.717327152488,276.5119296205144,293494.91554588237,38583.35778931498,373482.8839793851
-643.4932977820534,364.5212808045135,10.580137684034982,391032.57354187634,97822.84694286252,934348.3757159532
