date,expiry,instrument,strike,option_type,ttm_days,iv,price
2025-02-08,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,20.333333,48.770000,0.044500
2025-02-08,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,20.333333,48.650000,0.038500
2025-02-08,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,20.333333,48.190000,0.053500
2025-02-08,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,20.333333,48.720000,0.032000
2025-02-08,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,20.333333,48.330000,0.022500
2025-02-08,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,20.333333,48.730000,0.017500
2025-02-08,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,20.333333,48.990000,0.098500
2025-02-08,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,20.333333,49.240000,0.016000
2025-02-08,2025-02-28,BTC-28FEB25-105000-P,105000.000000,put,20.333333,49.220000,0.102500
2025-02-08,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,20.333333,49.560000,0.015500
2025-02-08,2025-02-28,BTC-28FEB25-108000-C,108000.000000,call,20.333333,48.700000,0.010000
2025-02-08,2025-02-28,BTC-28FEB25-110000-C,110000.000000,call,20.333333,49.690000,0.007500
2025-02-08,2025-02-28,BTC-28FEB25-112000-C,112000.000000,call,20.333333,50.560000,0.006000
2025-02-08,2025-02-28,BTC-28FEB25-114000-C,114000.000000,call,20.333333,51.100000,0.004700
2025-02-08,2025-02-28,BTC-28FEB25-115000-C,115000.000000,call,20.333333,52.840000,0.004500
2025-02-08,2025-02-28,BTC-28FEB25-116000-C,116000.000000,call,20.333333,52.610000,0.003800
2025-02-08,2025-02-28,BTC-28FEB25-118000-C,118000.000000,call,20.333333,52.640000,0.003300
2025-02-08,2025-02-28,BTC-28FEB25-120000-C,120000.000000,call,20.333333,54.630000,0.002500
2025-02-08,2025-02-28,BTC-28FEB25-122000-C,122000.000000,call,20.333333,55.740000,0.002200
2025-02-08,2025-02-28,BTC-28FEB25-124000-C,124000.000000,call,20.333333,55.210000,0.001700
2025-02-08,2025-02-28,BTC-28FEB25-125000-C,125000.000000,call,20.333333,54.930000,0.001400
2025-02-08,2025-02-28,BTC-28FEB25-130000-C,130000.000000,call,20.333333,60.940000,0.001100
2025-02-08,2025-02-28,BTC-28FEB25-135000-C,135000.000000,call,20.333333,63.310000,0.000700
2025-02-08,2025-02-28,BTC-28FEB25-140000-C,140000.000000,call,20.333333,66.260000,0.000500
2025-02-08,2025-02-28,BTC-28FEB25-150000-C,150000.000000,call,20.333333,70.930000,0.000300
2025-02-08,2025-02-28,BTC-28FEB25-160000-C,160000.000000,call,20.333333,80.370000,0.000300
2025-02-08,2025-02-28,BTC-28FEB25-180000-C,180000.000000,call,20.333333,96.580000,0.000300
2025-02-08,2025-02-28,BTC-28FEB25-200000-C,200000.000000,call,20.333333,100.280000,0.000100
2025-02-07,2025-02-28,BTC-28FEB25-40000-P,40000.000000,put,21.333333,144.650000,0.000400
2025-02-07,2025-02-28,BTC-28FEB25-50000-P,50000.000000,put,21.333333,110.670000,0.000400
2025-02-07,2025-02-28,BTC-28FEB25-60000-P,60000.000000,put,21.333333,98.460000,0.001200
2025-02-07,2025-02-28,BTC-28FEB25-70000-P,70000.000000,put,21.333333,76.610000,0.002400
2025-02-07,2025-02-28,BTC-28FEB25-75000-P,75000.000000,put,21.333333,68.160000,0.002900
2025-02-07,2025-02-28,BTC-28FEB25-80000-P,80000.000000,put,21.333333,62.260000,0.005400
2025-02-07,2025-02-28,BTC-28FEB25-85000-P,85000.000000,put,21.333333,55.060000,0.009000
2025-02-07,2025-02-28,BTC-28FEB25-86000-P,86000.000000,put,21.333333,55.350000,0.007800
2025-02-07,2025-02-28,BTC-28FEB25-88000-P,88000.000000,put,21.333333,52.030000,0.011000
2025-02-07,2025-02-28,BTC-28FEB25-90000-P,90000.000000,put,21.333333,51.830000,0.022000
2025-02-07,2025-02-28,BTC-28FEB25-92000-C,92000.000000,call,21.333333,51.960000,0.087500
2025-02-07,2025-02-28,BTC-28FEB25-92000-P,92000.000000,put,21.333333,51.020000,0.022500
2025-02-07,2025-02-28,BTC-28FEB25-94000-C,94000.000000,call,21.333333,50.810000,0.073500
2025-02-07,2025-02-28,BTC-28FEB25-94000-P,94000.000000,put,21.333333,50.710000,0.028500
2025-02-07,2025-02-28,BTC-28FEB25-95000-C,95000.000000,call,21.333333,50.900000,0.067000
2025-02-07,2025-02-28,BTC-28FEB25-95000-P,95000.000000,put,21.333333,50.210000,0.028000
2025-02-07,2025-02-28,BTC-28FEB25-96000-C,96000.000000,call,21.333333,50.180000,0.057000
2025-02-07,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,21.333333,49.660000,0.028500
2025-02-07,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,21.333333,49.770000,0.051000
2025-02-07,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,21.333333,49.180000,0.055000
2025-02-07,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,21.333333,48.730000,0.031500
2025-02-07,2025-02-28,BTC-28FEB25-100000-P,100000.000000,put,21.333333,48.340000,0.050000
2025-02-07,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,21.333333,49.030000,0.023500
2025-02-07,2025-02-28,BTC-28FEB25-102000-P,102000.000000,put,21.333333,49.310000,0.060000
2025-02-07,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,21.333333,49.750000,0.023500
2025-02-07,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,21.333333,49.230000,0.084000
2025-02-07,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,21.333333,49.850000,0.019500
2025-02-07,2025-02-28,BTC-28FEB25-105000-P,105000.000000,put,21.333333,50.350000,0.100500
2025-02-07,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,21.333333,49.300000,0.022500
2025-02-07,2025-02-28,BTC-28FEB25-106000-P,106000.000000,put,21.333333,50.470000,0.108000
2025-02-07,2025-02-28,BTC-28FEB25-108000-C,108000.000000,call,21.333333,49.470000,0.015500
2025-02-07,2025-02-28,BTC-28FEB25-108000-P,108000.000000,put,21.333333,51.360000,0.125000
2025-02-07,2025-02-28,BTC-28FEB25-110000-C,110000.000000,call,21.333333,50.370000,0.009000
2025-02-07,2025-02-28,BTC-28FEB25-110000-P,110000.000000,put,21.333333,51.010000,0.142500
2025-02-07,2025-02-28,BTC-28FEB25-112000-C,112000.000000,call,21.333333,52.140000,0.007000
2025-02-07,2025-02-28,BTC-28FEB25-112000-P,112000.000000,put,21.333333,52.270000,0.153000
2025-02-07,2025-02-28,BTC-28FEB25-114000-C,114000.000000,call,21.333333,51.710000,0.006000
2025-02-07,2025-02-28,BTC-28FEB25-114000-P,114000.000000,put,21.333333,52.450000,0.171000
2025-02-07,2025-02-28,BTC-28FEB25-115000-C,115000.000000,call,21.333333,52.450000,0.005000
2025-02-07,2025-02-28,BTC-28FEB25-116000-C,116000.000000,call,21.333333,51.930000,0.005500
2025-02-07,2025-02-28,BTC-28FEB25-116000-P,116000.000000,put,21.333333,52.530000,0.198000
2025-02-07,2025-02-28,BTC-28FEB25-118000-C,118000.000000,call,21.333333,52.440000,0.004500
2025-02-07,2025-02-28,BTC-28FEB25-120000-C,120000.000000,call,21.333333,53.010000,0.005000
2025-02-07,2025-02-28,BTC-28FEB25-120000-P,120000.000000,put,21.333333,54.620000,0.209000
2025-02-07,2025-02-28,BTC-28FEB25-122000-C,122000.000000,call,21.333333,54.220000,0.002600
2025-02-07,2025-02-28,BTC-28FEB25-124000-C,124000.000000,call,21.333333,57.690000,0.001900
2025-02-07,2025-02-28,BTC-28FEB25-125000-C,125000.000000,call,21.333333,56.140000,0.001900
2025-02-07,2025-02-28,BTC-28FEB25-130000-C,130000.000000,call,21.333333,59.720000,0.001300
2025-02-07,2025-02-28,BTC-28FEB25-140000-C,140000.000000,call,21.333333,62.000000,0.000500
2025-02-07,2025-02-28,BTC-28FEB25-150000-C,150000.000000,call,21.333333,67.500000,0.000400
2025-02-07,2025-02-28,BTC-28FEB25-160000-C,160000.000000,call,21.333333,73.980000,0.000200
2025-02-07,2025-02-28,BTC-28FEB25-180000-C,180000.000000,call,21.333333,83.710000,0.000100
2025-02-07,2025-02-28,BTC-28FEB25-200000-C,200000.000000,call,21.333333,96.040000,0.000100
2025-02-06,2025-02-28,BTC-28FEB25-30000-P,30000.000000,put,22.333333,162.710000,0.000100
2025-02-06,2025-02-28,BTC-28FEB25-40000-P,40000.000000,put,22.333333,140.510000,0.000300
2025-02-06,2025-02-28,BTC-28FEB25-50000-P,50000.000000,put,22.333333,116.730000,0.000600
2025-02-06,2025-02-28,BTC-28FEB25-60000-P,60000.000000,put,22.333333,95.770000,0.001000
2025-02-06,2025-02-28,BTC-28FEB25-70000-P,70000.000000,put,22.333333,72.700000,0.001900
2025-02-06,2025-02-28,BTC-28FEB25-75000-P,75000.000000,put,22.333333,64.430000,0.002900
2025-02-06,2025-02-28,BTC-28FEB25-80000-P,80000.000000,put,22.333333,58.330000,0.005000
2025-02-06,2025-02-28,BTC-28FEB25-85000-P,85000.000000,put,22.333333,54.650000,0.010500
2025-02-06,2025-02-28,BTC-28FEB25-86000-P,86000.000000,put,22.333333,54.000000,0.013500
2025-02-06,2025-02-28,BTC-28FEB25-88000-P,88000.000000,put,22.333333,52.830000,0.016000
2025-02-06,2025-02-28,BTC-28FEB25-90000-P,90000.000000,put,22.333333,52.100000,0.020000
2025-02-06,2025-02-28,BTC-28FEB25-92000-P,92000.000000,put,22.333333,50.550000,0.025500
2025-02-06,2025-02-28,BTC-28FEB25-94000-C,94000.000000,call,22.333333,52.450000,0.079000
2025-02-06,2025-02-28,BTC-28FEB25-94000-P,94000.000000,put,22.333333,50.890000,0.034000
2025-02-06,2025-02-28,BTC-28FEB25-95000-C,95000.000000,call,22.333333,50.590000,0.056500
2025-02-06,2025-02-28,BTC-28FEB25-95000-P,95000.000000,put,22.333333,49.950000,0.034500
2025-02-06,2025-02-28,BTC-28FEB25-96000-C,96000.000000,call,22.333333,50.540000,0.061000
2025-02-06,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,22.333333,50.820000,0.046000
2025-02-06,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,22.333333,51.870000,0.054500
2025-02-06,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,22.333333,51.680000,0.046500
2025-02-06,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,22.333333,51.560000,0.044500
2025-02-06,2025-02-28,BTC-28FEB25-100000-P,100000.000000,put,22.333333,51.040000,0.056500
2025-02-06,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,22.333333,51.610000,0.036000
2025-02-06,2025-02-28,BTC-28FEB25-102000-P,102000.000000,put,22.333333,51.610000,0.070200
2025-02-06,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,22.333333,51.930000,0.026000
2025-02-06,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,22.333333,50.760000,0.095000
2025-02-06,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,22.333333,50.910000,0.019500
2025-02-06,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,22.333333,52.660000,0.022000
2025-02-06,2025-02-28,BTC-28FEB25-108000-C,108000.000000,call,22.333333,51.610000,0.019500
2025-02-06,2025-02-28,BTC-28FEB25-110000-C,110000.000000,call,22.333333,51.840000,0.011500
2025-02-06,2025-02-28,BTC-28FEB25-112000-C,112000.000000,call,22.333333,52.920000,0.009000
2025-02-06,2025-02-28,BTC-28FEB25-114000-C,114000.000000,call,22.333333,53.640000,0.006500
2025-02-06,2025-02-28,BTC-28FEB25-115000-C,115000.000000,call,22.333333,54.320000,0.008900
2025-02-06,2025-02-28,BTC-28FEB25-116000-C,116000.000000,call,22.333333,55.150000,0.006000
2025-02-06,2025-02-28,BTC-28FEB25-118000-C,118000.000000,call,22.333333,54.180000,0.006000
2025-02-06,2025-02-28,BTC-28FEB25-120000-C,120000.000000,call,22.333333,55.550000,0.004500
2025-02-06,2025-02-28,BTC-28FEB25-122000-C,122000.000000,call,22.333333,56.240000,0.003700
2025-02-06,2025-02-28,BTC-28FEB25-124000-C,124000.000000,call,22.333333,56.180000,0.003300
2025-02-06,2025-02-28,BTC-28FEB25-125000-C,125000.000000,call,22.333333,56.400000,0.001900
2025-02-06,2025-02-28,BTC-28FEB25-130000-C,130000.000000,call,22.333333,59.540000,0.001700
2025-02-06,2025-02-28,BTC-28FEB25-135000-C,135000.000000,call,22.333333,61.440000,0.001300
2025-02-06,2025-02-28,BTC-28FEB25-140000-C,140000.000000,call,22.333333,63.720000,0.000700
2025-02-06,2025-02-28,BTC-28FEB25-150000-C,150000.000000,call,22.333333,68.460000,0.000400
2025-02-06,2025-02-28,BTC-28FEB25-160000-C,160000.000000,call,22.333333,74.080000,0.000200
2025-02-06,2025-02-28,BTC-28FEB25-200000-C,200000.000000,call,22.333333,99.750000,0.000200
2025-02-05,2025-02-28,BTC-28FEB25-50000-C,50000.000000,call,23.333333,102.750000,0.488000
2025-02-05,2025-02-28,BTC-28FEB25-50000-P,50000.000000,put,23.333333,113.920000,0.000600
2025-02-05,2025-02-28,BTC-28FEB25-60000-P,60000.000000,put,23.333333,91.020000,0.001000
2025-02-05,2025-02-28,BTC-28FEB25-70000-C,70000.000000,call,23.333333,75.640000,0.281200
2025-02-05,2025-02-28,BTC-28FEB25-70000-P,70000.000000,put,23.333333,74.250000,0.002100
2025-02-05,2025-02-28,BTC-28FEB25-75000-P,75000.000000,put,23.333333,64.840000,0.002600
2025-02-05,2025-02-28,BTC-28FEB25-80000-C,80000.000000,call,23.333333,59.200000,0.184500
2025-02-05,2025-02-28,BTC-28FEB25-80000-P,80000.000000,put,23.333333,58.430000,0.004800
2025-02-05,2025-02-28,BTC-28FEB25-85000-P,85000.000000,put,23.333333,55.220000,0.008500
2025-02-05,2025-02-28,BTC-28FEB25-86000-P,86000.000000,put,23.333333,53.810000,0.011000
2025-02-05,2025-02-28,BTC-28FEB25-88000-P,88000.000000,put,23.333333,54.190000,0.014500
2025-02-05,2025-02-28,BTC-28FEB25-90000-C,90000.000000,call,23.333333,53.920000,0.100100
2025-02-05,2025-02-28,BTC-28FEB25-90000-P,90000.000000,put,23.333333,53.700000,0.021100
2025-02-05,2025-02-28,BTC-28FEB25-92000-P,92000.000000,put,23.333333,51.250000,0.021500
2025-02-05,2025-02-28,BTC-28FEB25-94000-C,94000.000000,call,23.333333,51.570000,0.070500
2025-02-05,2025-02-28,BTC-28FEB25-94000-P,94000.000000,put,23.333333,51.820000,0.032000
2025-02-05,2025-02-28,BTC-28FEB25-95000-C,95000.000000,call,23.333333,51.500000,0.061500
2025-02-05,2025-02-28,BTC-28FEB25-95000-P,95000.000000,put,23.333333,51.690000,0.033500
2025-02-05,2025-02-28,BTC-28FEB25-96000-C,96000.000000,call,23.333333,51.450000,0.056000
2025-02-05,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,23.333333,51.070000,0.035000
2025-02-05,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,23.333333,50.550000,0.050000
2025-02-05,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,23.333333,51.100000,0.044500
2025-02-05,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,23.333333,52.470000,0.044000
2025-02-05,2025-02-28,BTC-28FEB25-100000-P,100000.000000,put,23.333333,50.780000,0.061000
2025-02-05,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,23.333333,50.760000,0.033500
2025-02-05,2025-02-28,BTC-28FEB25-102000-P,102000.000000,put,23.333333,52.020000,0.072000
2025-02-05,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,23.333333,51.830000,0.029500
2025-02-05,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,23.333333,51.070000,0.079500
2025-02-05,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,23.333333,51.830000,0.026000
2025-02-05,2025-02-28,BTC-28FEB25-105000-P,105000.000000,put,23.333333,51.860000,0.095000
2025-02-05,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,23.333333,52.570000,0.026000
2025-02-05,2025-02-28,BTC-28FEB25-106000-P,106000.000000,put,23.333333,53.160000,0.104000
2025-02-05,2025-02-28,BTC-28FEB25-108000-C,108000.000000,call,23.333333,51.990000,0.019700
2025-02-05,2025-02-28,BTC-28FEB25-108000-P,108000.000000,put,23.333333,53.610000,0.117000
2025-02-05,2025-02-28,BTC-28FEB25-110000-C,110000.000000,call,23.333333,52.730000,0.013500
2025-02-05,2025-02-28,BTC-28FEB25-112000-C,112000.000000,call,23.333333,52.390000,0.012000
2025-02-05,2025-02-28,BTC-28FEB25-114000-C,114000.000000,call,23.333333,53.750000,0.009000
2025-02-05,2025-02-28,BTC-28FEB25-115000-C,115000.000000,call,23.333333,53.050000,0.008500
2025-02-05,2025-02-28,BTC-28FEB25-116000-C,116000.000000,call,23.333333,55.030000,0.008500
2025-02-05,2025-02-28,BTC-28FEB25-116000-P,116000.000000,put,23.333333,54.820000,0.186000
2025-02-05,2025-02-28,BTC-28FEB25-118000-C,118000.000000,call,23.333333,56.730000,0.006000
2025-02-05,2025-02-28,BTC-28FEB25-120000-C,120000.000000,call,23.333333,56.410000,0.004900
2025-02-05,2025-02-28,BTC-28FEB25-122000-C,122000.000000,call,23.333333,55.590000,0.004700
2025-02-05,2025-02-28,BTC-28FEB25-124000-C,124000.000000,call,23.333333,56.300000,0.003800
2025-02-05,2025-02-28,BTC-28FEB25-125000-C,125000.000000,call,23.333333,57.880000,0.002800
2025-02-05,2025-02-28,BTC-28FEB25-130000-C,130000.000000,call,23.333333,57.270000,0.001900
2025-02-05,2025-02-28,BTC-28FEB25-135000-C,135000.000000,call,23.333333,63.250000,0.001500
2025-02-05,2025-02-28,BTC-28FEB25-140000-C,140000.000000,call,23.333333,65.000000,0.001000
2025-02-05,2025-02-28,BTC-28FEB25-150000-C,150000.000000,call,23.333333,68.010000,0.000400
2025-02-05,2025-02-28,BTC-28FEB25-160000-C,160000.000000,call,23.333333,75.710000,0.000400
2025-02-05,2025-02-28,BTC-28FEB25-170000-C,170000.000000,call,23.333333,81.980000,0.000300
2025-02-05,2025-02-28,BTC-28FEB25-180000-C,180000.000000,call,23.333333,90.770000,0.000400
2025-02-05,2025-02-28,BTC-28FEB25-200000-C,200000.000000,call,23.333333,102.250000,0.000300
2025-02-04,2025-02-28,BTC-28FEB25-30000-P,30000.000000,put,24.333333,177.190000,0.000300
2025-02-04,2025-02-28,BTC-28FEB25-40000-P,40000.000000,put,24.333333,131.180000,0.000200
2025-02-04,2025-02-28,BTC-28FEB25-50000-P,50000.000000,put,24.333333,112.320000,0.000600
2025-02-04,2025-02-28,BTC-28FEB25-60000-P,60000.000000,put,24.333333,95.320000,0.001300
2025-02-04,2025-02-28,BTC-28FEB25-70000-P,70000.000000,put,24.333333,71.320000,0.002200
2025-02-04,2025-02-28,BTC-28FEB25-75000-P,75000.000000,put,24.333333,66.510000,0.003500
2025-02-04,2025-02-28,BTC-28FEB25-80000-P,80000.000000,put,24.333333,58.310000,0.006000
2025-02-04,2025-02-28,BTC-28FEB25-85000-P,85000.000000,put,24.333333,57.960000,0.009500
2025-02-04,2025-02-28,BTC-28FEB25-86000-P,86000.000000,put,24.333333,56.510000,0.010500
2025-02-04,2025-02-28,BTC-28FEB25-88000-P,88000.000000,put,24.333333,56.540000,0.014500
2025-02-04,2025-02-28,BTC-28FEB25-90000-C,90000.000000,call,24.333333,56.460000,0.132000
2025-02-04,2025-02-28,BTC-28FEB25-90000-P,90000.000000,put,24.333333,55.590000,0.017000
2025-02-04,2025-02-28,BTC-28FEB25-92000-P,92000.000000,put,24.333333,54.010000,0.025500
2025-02-04,2025-02-28,BTC-28FEB25-94000-C,94000.000000,call,24.333333,53.420000,0.095500
2025-02-04,2025-02-28,BTC-28FEB25-94000-P,94000.000000,put,24.333333,54.010000,0.026000
2025-02-04,2025-02-28,BTC-28FEB25-95000-C,95000.000000,call,24.333333,53.260000,0.077000
2025-02-04,2025-02-28,BTC-28FEB25-95000-P,95000.000000,put,24.333333,54.330000,0.032000
2025-02-04,2025-02-28,BTC-28FEB25-96000-C,96000.000000,call,24.333333,53.710000,0.071500
2025-02-04,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,24.333333,53.600000,0.032500
2025-02-04,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,24.333333,53.570000,0.063800
2025-02-04,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,24.333333,54.590000,0.041500
2025-02-04,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,24.333333,53.070000,0.049000
2025-02-04,2025-02-28,BTC-28FEB25-100000-P,100000.000000,put,24.333333,52.310000,0.067000
2025-02-04,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,24.333333,52.870000,0.032000
2025-02-04,2025-02-28,BTC-28FEB25-102000-P,102000.000000,put,24.333333,54.530000,0.064500
2025-02-04,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,24.333333,52.900000,0.032500
2025-02-04,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,24.333333,54.690000,0.086000
2025-02-04,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,24.333333,53.480000,0.026500
2025-02-04,2025-02-28,BTC-28FEB25-105000-P,105000.000000,put,24.333333,54.370000,0.071500
2025-02-04,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,24.333333,55.420000,0.032000
2025-02-04,2025-02-28,BTC-28FEB25-106000-P,106000.000000,put,24.333333,54.450000,0.097200
2025-02-04,2025-02-28,BTC-28FEB25-108000-C,108000.000000,call,24.333333,55.790000,0.027000
2025-02-04,2025-02-28,BTC-28FEB25-110000-C,110000.000000,call,24.333333,55.210000,0.016000
2025-02-04,2025-02-28,BTC-28FEB25-110000-P,110000.000000,put,24.333333,55.470000,0.117000
2025-02-04,2025-02-28,BTC-28FEB25-112000-C,112000.000000,call,24.333333,56.470000,0.017500
2025-02-04,2025-02-28,BTC-28FEB25-112000-P,112000.000000,put,24.333333,57.230000,0.141000
2025-02-04,2025-02-28,BTC-28FEB25-114000-C,114000.000000,call,24.333333,57.130000,0.014000
2025-02-04,2025-02-28,BTC-28FEB25-115000-C,115000.000000,call,24.333333,57.580000,0.016000
2025-02-04,2025-02-28,BTC-28FEB25-116000-C,116000.000000,call,24.333333,56.700000,0.010500
2025-02-04,2025-02-28,BTC-28FEB25-118000-C,118000.000000,call,24.333333,58.560000,0.010500
2025-02-04,2025-02-28,BTC-28FEB25-120000-C,120000.000000,call,24.333333,57.800000,0.007000
2025-02-04,2025-02-28,BTC-28FEB25-122000-C,122000.000000,call,24.333333,59.410000,0.006500
2025-02-04,2025-02-28,BTC-28FEB25-124000-C,124000.000000,call,24.333333,59.560000,0.005500
2025-02-04,2025-02-28,BTC-28FEB25-125000-C,125000.000000,call,24.333333,59.450000,0.004600
2025-02-04,2025-02-28,BTC-28FEB25-130000-C,130000.000000,call,24.333333,60.330000,0.002300
2025-02-04,2025-02-28,BTC-28FEB25-135000-C,135000.000000,call,24.333333,62.940000,0.002300
2025-02-04,2025-02-28,BTC-28FEB25-135000-P,135000.000000,put,24.333333,58.910000,0.360000
2025-02-04,2025-02-28,BTC-28FEB25-140000-C,140000.000000,call,24.333333,65.180000,0.001500
2025-02-04,2025-02-28,BTC-28FEB25-150000-C,150000.000000,call,24.333333,69.200000,0.000700
2025-02-04,2025-02-28,BTC-28FEB25-160000-C,160000.000000,call,24.333333,75.240000,0.000600
2025-02-04,2025-02-28,BTC-28FEB25-180000-C,180000.000000,call,24.333333,80.000000,0.000200
2025-02-04,2025-02-28,BTC-28FEB25-200000-C,200000.000000,call,24.333333,94.110000,0.000200
2025-02-03,2025-02-28,BTC-28FEB25-30000-P,30000.000000,put,25.333333,164.200000,0.000300
2025-02-03,2025-02-28,BTC-28FEB25-40000-P,40000.000000,put,25.333333,132.300000,0.000400
2025-02-03,2025-02-28,BTC-28FEB25-50000-C,50000.000000,call,25.333333,113.660000,0.481000
2025-02-03,2025-02-28,BTC-28FEB25-50000-P,50000.000000,put,25.333333,110.790000,0.001000
2025-02-03,2025-02-28,BTC-28FEB25-60000-C,60000.000000,call,25.333333,100.330000,0.414500
2025-02-03,2025-02-28,BTC-28FEB25-60000-P,60000.000000,put,25.333333,90.040000,0.001900
2025-02-03,2025-02-28,BTC-28FEB25-70000-C,70000.000000,call,25.333333,76.960000,0.284000
2025-02-03,2025-02-28,BTC-28FEB25-70000-P,70000.000000,put,25.333333,76.910000,0.002800
2025-02-03,2025-02-28,BTC-28FEB25-75000-P,75000.000000,put,25.333333,69.410000,0.003900
2025-02-03,2025-02-28,BTC-28FEB25-80000-P,80000.000000,put,25.333333,65.220000,0.004400
2025-02-03,2025-02-28,BTC-28FEB25-85000-C,85000.000000,call,25.333333,57.200000,0.137500
2025-02-03,2025-02-28,BTC-28FEB25-85000-P,85000.000000,put,25.333333,59.370000,0.010000
2025-02-03,2025-02-28,BTC-28FEB25-86000-C,86000.000000,call,25.333333,56.980000,0.124000
2025-02-03,2025-02-28,BTC-28FEB25-86000-P,86000.000000,put,25.333333,56.790000,0.018500
2025-02-03,2025-02-28,BTC-28FEB25-88000-C,88000.000000,call,25.333333,58.760000,0.154500
2025-02-03,2025-02-28,BTC-28FEB25-88000-P,88000.000000,put,25.333333,56.510000,0.015500
2025-02-03,2025-02-28,BTC-28FEB25-90000-C,90000.000000,call,25.333333,58.510000,0.084500
2025-02-03,2025-02-28,BTC-28FEB25-90000-P,90000.000000,put,25.333333,57.420000,0.014000
2025-02-03,2025-02-28,BTC-28FEB25-92000-C,92000.000000,call,25.333333,56.050000,0.067500
2025-02-03,2025-02-28,BTC-28FEB25-92000-P,92000.000000,put,25.333333,54.860000,0.027000
2025-02-03,2025-02-28,BTC-28FEB25-94000-C,94000.000000,call,25.333333,56.520000,0.069500
2025-02-03,2025-02-28,BTC-28FEB25-94000-P,94000.000000,put,25.333333,56.810000,0.037000
2025-02-03,2025-02-28,BTC-28FEB25-95000-C,95000.000000,call,25.333333,56.750000,0.083000
2025-02-03,2025-02-28,BTC-28FEB25-95000-P,95000.000000,put,25.333333,54.520000,0.032000
2025-02-03,2025-02-28,BTC-28FEB25-96000-C,96000.000000,call,25.333333,54.750000,0.060500
2025-02-03,2025-02-28,BTC-28FEB25-96000-P,96000.000000,put,25.333333,55.930000,0.056000
2025-02-03,2025-02-28,BTC-28FEB25-98000-C,98000.000000,call,25.333333,55.660000,0.048000
2025-02-03,2025-02-28,BTC-28FEB25-98000-P,98000.000000,put,25.333333,54.250000,0.036000
2025-02-03,2025-02-28,BTC-28FEB25-100000-C,100000.000000,call,25.333333,54.820000,0.066000
2025-02-03,2025-02-28,BTC-28FEB25-100000-P,100000.000000,put,25.333333,55.100000,0.057500
2025-02-03,2025-02-28,BTC-28FEB25-102000-C,102000.000000,call,25.333333,54.520000,0.057500
2025-02-03,2025-02-28,BTC-28FEB25-102000-P,102000.000000,put,25.333333,54.120000,0.056000
2025-02-03,2025-02-28,BTC-28FEB25-104000-C,104000.000000,call,25.333333,55.030000,0.050000
2025-02-03,2025-02-28,BTC-28FEB25-104000-P,104000.000000,put,25.333333,55.800000,0.114000
2025-02-03,2025-02-28,BTC-28FEB25-105000-C,105000.000000,call,25.333333,55.070000,0.047000
2025-02-03,2025-02-28,BTC-28FEB25-105000-P,105000.000000,put,25.333333,57.800000,0.120000
2025-02-03,2025-02-28,BTC-28FEB25-106000-C,106000.000000,call,25.333333,54.930000,0.041000
