date,tenor_bucket,a,b,rho,m,sigma,error,quotes
2024-05-31 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-01 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-02 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-03 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-04 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-05 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-06 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-07 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-08 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-09 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-10 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-11 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-12 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-13 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-14 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-15 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-16 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-17 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-18 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-19 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-20 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-21 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-22 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-23 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-24 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
